"cell_id";"czi";"series_id";"cell_seg_id";"condition";"cell_type";"structure";"scope";"minipipeline";"dna_volume";"dna_shape_1st_axis_x";"dna_shape_1st_axis_y";"dna_shape_1st_axis_z";"dna_shape_2nd_axis_x";"dna_shape_2nd_axis_y";"dna_shape_2nd_axis_z";"dna_shape_3rd_axis_x";"dna_shape_3rd_axis_y";"dna_shape_3rd_axis_z";"dna_shape_1st_axis_length";"dna_shape_2nd_axis_length";"dna_shape_3rd_axis_length";"dna_shape_1st_eigenvalue";"dna_shape_2nd_eigenvalue";"dna_shape_3rd_eigenvalue";"dna_shape_meridional_eccentricity";"dna_shape_equator_eccentricity";"dna_position_lowest_z";"dna_position_highest_z";"dna_position_x_centroid";"dna_position_y_centroid";"dna_position_z_centroid";"dna_intensity_mean";"dna_intensity_median";"dna_intensity_sum";"dna_intensity_mode";"dna_intensity_max";"dna_intensity_std";"dna_intensity_entropy";"dna_texture_haralick_ang2nd_moment";"dna_texture_haralick_contrast";"dna_texture_haralick_corr";"dna_texture_haralick_variance";"dna_texture_haralick_inv_diff_moment";"dna_texture_haralick_sum_mean";"dna_texture_haralick_sum_var";"dna_texture_haralick_sum_entropy";"dna_texture_haralick_entropy";"dna_texture_haralick_diff_var";"dna_texture_haralick_diff_entropy";"dna_texture_haralick_info_corr1";"dna_texture_haralick_info_corr2";"dna_io_intensity_outer_volume";"dna_io_intensity_outer_mean";"dna_io_intensity_outer_slice_mean";"dna_io_intensity_mid_volume";"dna_io_intensity_mid_mean";"dna_io_intensity_mid_slice_mean";"dna_io_intensity_inner_volume";"dna_io_intensity_inner_mean";"dna_io_intensity_inner_slice_mean";"dna_bright_spots_number";"dna_bright_spots_number_used";"dna_bright_spots_intensity_mean";"dna_bright_spots_xy_cross_sec_area_mean";"dna_bright_spots_xy_cross_sec_area_std";"dna_surface_area";"dna_roundness_sphericity";"dna_roundness_roughness";"dna_roundness_roughness_xy";"dna_roundness_roughness_xz";"dna_roundness_roughness_yz";"dna_io_intensity_ratio";"dna_io_intensity_ratio_slice";"dna_bright_spots_intensity_mean_norm";"dna_bright_spots_xy_rad";"date";"group";"outlier"
"20181107_R04-Scene-01-P51-B04_seg_0_cid_1";"20181107_R04.czi";0;1;"TSA-50um";"cardiomyocyte";"H2B";"ZSD";"no";511749;0.447064399296931;-0.894263507615937;0.0206446561539743;-0.890596374314673;-0.447148264542306;-0.0830453344527072;-0.0834956342501388;-0.0187405566418096;0.996331907848947;176.370969200996;113.970874076071;41.576063186334;95.210439086248;780.87225249538;1819.16962081788;0.998629463958974;0.992538908887134;0;41;71.5012281411395;85.2176281731865;17.3451379484865;586.274220369752;623;300025246;683;911;159.892247837995;6.10465210064491;0.00022754081832191;437.780049079707;0.833585277110733;1378.18942458735;0.0966506906609061;309.645919403264;5074.97764926969;8.00296050789072;12.6633767137254;0.000147163356664715;5.06945357150429;-0.198620338391333;0.963875248485018;124822;511.056584576437;643.816226183159;100251;666.728102462818;688.794684854186;136997;675.049125163325;697.854456562618;6;6;797.297067343994;122;88.0075754315123;54576;0.842921372051794;17.827126054473;11.196447775724;15.5639638387667;21.3226494116923;0.766514239745785;0.934699759362184;1.35993881300316;6.2316776324215;"D20181107";"H2B TSA-50um D20181107";"no"
"20181107_R04-Scene-05-P54-B04_seg_0_cid_2";"20181107_R04.czi";4;2;"TSA-50um";"cardiomyocyte";"H2B";"ZSD";"no";457600;0.161552792064091;0.871865572861002;0.462332259566702;-0.986839147111957;0.139393970108336;0.0819623012413698;0.00701377955465246;-0.46948881132269;0.88291056338633;120.814920915882;102.91750603143;73.7373023704624;238.296499065363;566.54142741452;744.1220521847;0.947336967281901;0.907238677064865;0;79;50.9715187937063;53.937423513986;42.2152950174825;539.565159527972;569;246905017;584;871;119.156785975856;5.61478607186076;0.000522706684868936;313.160011119395;0.771603201650419;711.641525085056;0.126095452578026;297.649611407258;2533.40608922083;7.33638562967121;11.6229692427271;0.000200893460822863;4.67686917517536;-0.174467644746963;0.934965732779703;93795;486.691294845141;499.062256809339;69700;584.610932568149;584.727696404794;183067;595.623755237154;594.690655969797;6;6;722.67001858754;42.5;14.9527032115713;45094;0.953902816045569;7.68710694991266;1.66324319914485;5.84782936882309;10.3136761358837;0.832504607307196;0.853495156596532;1.33935634246613;3.67806609005481;"D20181107";"H2B TSA-50um D20181107";"no"
"20181107_R04-Scene-13-P57-B04_seg_0_cid_1";"20181107_R04.czi";12;1;"TSA-50um";"cardiomyocyte";"H2B";"ZSD";"no";630315;0.312425241870065;0.944910525264483;0.0976451098971691;0.924495786727446;-0.278813270202172;-0.259943649051811;0.218398737555033;-0.171485450122071;0.96067410282093;141.505117321787;120.146420225285;81.3310142849569;257.9220455884;704.413249065394;1085.04323403797;0.971336978181881;0.930555209615883;0;74;61.3056836661035;67.1204873753599;31.9119884502193;590.029780347921;620;371904621;690;903;144.753877976172;6.02991320407165;0.000279964762493684;320.490685848815;0.8594273180538;1168.28142501313;0.112520165641924;315.790930719846;4352.63501420371;7.88545361772125;12.3644653372918;0.000176707908650427;4.8176541678691;-0.211069921330108;0.968909605553553;120921;494.04174626409;558.924078091106;96535;621.602009633812;660.876445086705;267487;680.935791272099;695.860707684183;1;1;775.643243243243;185;0;57204;0.928756152288625;10.3076636522303;5.79857310990297;9.00627096646851;12.2582060441077;0.794787884542284;0.845731576978473;1.3145832110133;7.67380798196054;"D20181107";"H2B TSA-50um D20181107";"no"
"20181107_R04-Scene-15-P56-B04_seg_0_cid_3";"20181107_R04.czi";14;3;"TSA-50um";"cardiomyocyte";"H2B";"ZSD";"no";436863;-0.294767873319968;-0.952784138535554;-0.0728991509791876;-0.903028727793232;0.252800760671083;0.347319582206732;0.312491628109555;-0.168208682175401;0.934908991080017;142.176914429809;95.0036421332997;63.3355586987872;181.420501300162;457.460747853334;1134.25423680826;0.987125612284052;0.917999487391518;0;60;49.7145512437538;67.8452787258248;27.8450978911009;626.070122670036;664;273506872;693;935;150.780698329408;5.98025515389913;0.000291575689706517;412.619042726303;0.805694129411144;1102.65061810982;0.100956623980715;322.967766798853;3997.98342971298;7.77122643059746;12.4219948434819;0.000155760819778952;4.99440727717491;-0.175706230952194;0.946366943978915;97329;555.215280132335;632.091891891892;72792;687.17037586548;701.360034453058;151424;706.620423446746;708.368326442567;4;4;799.751973039859;119.5;36.1835598027613;44686;0.931915500211772;11.5935021961054;11.2527968166662;7.31212251879277;14.1222939237935;0.807973247439618;0.901237397116328;1.27741597000207;6.16749798532298;"D20181107";"H2B TSA-50um D20181107";"no"
"20181107_R04-Scene-18-P66-B04_seg_0_cid_2";"20181107_R04.czi";17;2;"TSA-50um";"cardiomyocyte";"H2B";"ZSD";"no";437867;0.996268310610052;-0.0528243069878541;0.0682572037622781;0.0710172768048267;0.951146670924831;-0.30046057442506;-0.0490509905039523;0.30418678962089;0.951348725416037;139.589711237263;107.034741266251;55.4865268900241;146.840935842689;605.941916010477;1114.46263286732;0.991281725150211;0.970192633694047;0;58;68.7472017758817;52.5659983510975;30.0930396672962;558.138644839643;599;244390494;615;823;143.569728581504;5.81184667214326;0.000354489235416395;484.604043383928;0.77507056680188;1131.54452513395;0.103838299051919;333.562311806085;4041.57405715189;7.66226095096631;12.220691316495;0.000158255488456273;5.00255267994392;-0.17039758386436;0.939158770299497;104127;500.018439021579;549.672754946728;77573;623.10292240857;622.878575598365;132633;633.907277977577;637.881841533294;4;4;717.251352056762;109.25;36.2310295189082;46864;0.89057206767312;12.4051383441846;6.86396030909022;16.042825634892;11.46150243856;0.802465244567921;0.882471763326724;1.28507738836617;5.89706325772237;"D20181107";"H2B TSA-50um D20181107";"no"
"20181107_R04-Scene-19-P68-B04_seg_0_cid_1";"20181107_R04.czi";18;1;"TSA-50um";"cardiomyocyte";"H2B";"ZSD";"no";707833;0.0377076418345507;0.998085660727673;0.0490219093577806;0.953144351463243;-0.021187900058313;-0.301772957974754;-0.300156590833836;0.0581041026169766;-0.952118655545665;154.512170836833;131.801769945209;83.3341310404229;252.31578555811;885.5855173235;1361.00385575108;0.982665122942968;0.958553058169662;0;82;65.8118779429611;74.4835872303213;35.8811273280562;526.234193658674;556;372485928;604;852;141.942383948904;5.98973482100036;0.000337606452090054;363.391844543864;0.833599091175361;1132.43784873786;0.1291259259098;308.038212492313;4166.35955040757;7.84006209348567;12.1487032429229;0.000198590970143904;4.73060205857863;-0.228365865785988;0.974607423696713;167305;459.162093183109;489.454391891892;120393;579.014843055659;608.009433962264;222817;621.223474869512;627.999874277093;4;4;712.098149291533;150;94.3954448053506;76064;0.755950331177662;15.2723259932764;6.49198111516814;14.2183134777628;18.0354113629192;0.793005738436606;0.80501118001118;1.35319627244408;6.90988298942671;"D20181107";"H2B TSA-50um D20181107";"no"
"20181003_M01_001-Scene-2-P2_seg_0_cid_1";"20181003_M01_001.czi";1;1;"Control";"cardiomyocyte";"H2B";"ZSD";"no";667394;0.915201261851711;-0.402783565222038;-0.0131167790276651;-0.402992986194221;-0.914560266780276;-0.0342953569022735;-0.00181752119682062;-0.036673123862224;0.99932566193553;165.234356525596;117.947558438029;53.9361955032235;180.315608865409;759.531340424615;1568.00154427695;0.99336582896153;0.971411059608361;0;52;78.4197175881114;64.4066323640908;24.1825877967138;673.762494118916;705;449665046;732;1169;169.274616974698;6.20604062224412;0.000281329566648307;305.622507074546;0.835914502296096;956.696180579126;0.103038004276636;255.420265765936;3521.16221524196;7.83195268824907;12.4603989086494;0.000158318277067942;4.94255918670402;-0.181609716702119;0.951095948165352;132948;590.095172548666;768.006024096386;109790;737.077365880317;772.213435969209;263689;744.117187292606;745.057150927408;18;16;954.507932810686;33.125;17.258602927236;57564;0.957760049587879;14.5536735581411;8.58878577437852;18.3054681950775;12.8455431331532;0.80058783496071;0.994551490977953;1.41668309106298;3.24715490542691;"D20181003";"H2B Control D20181003";"no"
"20181003_M01_001-Scene-3-P3_seg_0_cid_1";"20181003_M01_001.czi";2;1;"Control";"cardiomyocyte";"H2B";"ZSD";"no";640634;0.895567141115617;0.444590218018592;-0.017292593679996;0.443687146913426;-0.895296753416927;-0.0398175713088319;0.0331845056890229;-0.0279868069506071;0.999057319285978;141.925523298733;133.575563103688;54.2053769616995;171.374740755577;1038.11777866113;1129.70039889225;0.988426693019341;0.986279816032853;0;55;70.4202961441322;67.7598098134036;25.1151593577612;560.545470580706;588;359104487;589;957;140.25280332413;5.86903647843896;0.000357903043391064;313.27957437893;0.799239497973783;813.404059171595;0.111608848455428;266.654916419994;2940.33666230744;7.62241662979322;12.1297152474644;0.000172880953056428;4.85512341446975;-0.17641756712596;0.942508061283903;141983;504.039582203503;651.383954154728;110694;622.439490848646;637.793604651163;219507;619.033169785018;613.896817835366;18;14;788.484511411477;40.2857142857143;30.4758184501103;56784;0.948582013963111;12.9935660992786;1.60743303898618;16.7588108700758;15.7328467393021;0.809780853583512;1.02130838158999;1.40663791394949;3.58096930022004;"D20181003";"H2B Control D20181003";"no"
"20181003_M01_001-Scene-3-P3_seg_0_cid_2";"20181003_M01_001.czi";2;2;"Control";"cardiomyocyte";"H2B";"ZSD";"no";696984;0.189733754048237;0.981164860359552;-0.0362852500388884;-0.979462944408504;0.186578284605791;-0.0764256779111905;-0.0682161498868693;0.0500405886174598;0.996414821440062;153.782909614219;134.344665986968;56.7130094122604;180.800713029137;972.279713321793;1317.40292415177;0.990537789512952;0.982558176432821;0;55;67.7933324150913;74.9945637202576;25.7940526611802;551.145161151475;579;384139359;583;912;132.693056861615;5.77633724325392;0.000376548272840733;329.488534867539;0.783644663388365;797.621415669312;0.110650911446605;273.914568380904;2860.99712780971;7.57569763676436;12.0794010256089;0.000171361769091533;4.86621954357882;-0.169098531304071;0.935129087916176;146422;494.533785906489;618.729313662604;115895;605.52135985159;619.969295184927;260126;605.744954368268;600.383378256963;14;14;749.740835583871;46.4285714285714;26.1880951298603;59840;0.950908877448549;13.3792587715706;3.41819578821119;14.3752246793425;17.5315044295253;0.816707417270461;0.997999930751486;1.36033279148724;3.84430400555218;"D20181003";"H2B Control D20181003";"no"
"20181003_M01_001-Scene-5-P29-E03_seg_0_cid_4";"20181003_M01_001.czi";4;4;"Control";"cardiomyocyte";"H2B";"ZSD";"no";447996;0.867979636504357;-0.496560568169027;-0.00624121409804495;-0.496555797180481;-0.868001481989771;0.00240157240524993;0.00660990924456842;-0.00101459509848109;0.999977639598288;125.54664196168;109.041309206261;50.174828082876;168.23360601785;657.651204151278;871.024382257227;0.981170314274528;0.966727138047803;0;50;61.9461267511317;55.6601844659327;25.311857695158;690.258049179011;725;309232845;750;1194;178.118946868714;6.24328947490925;0.000265341283203291;345.814743397381;0.808923089510454;924.70781578374;0.0969059595167854;255.794596743498;3353.01651973758;7.82145846039742;12.562201631351;0.000147766262866221;5.03516312664839;-0.165550986948859;0.938366190681222;94090;624.401721755766;817.47972972973;73328;761.552381082261;786.838681699913;168008;749.603852197514;747.56851186197;15;11;964.317520857483;74.5454545454545;137.110017959277;43102;0.980027646198282;10.0456032542301;3.14417618792178;12.393160537433;11.3237668353502;0.819906466405388;1.03894196960884;1.39703915369685;4.87119648052535;"D20181003";"H2B Control D20181003";"no"
