"cell_id";"czi";"series_id";"cell_seg_id";"condition";"cell_type";"structure";"scope";"minipipeline";"dna_volume";"dna_shape_1st_axis_x";"dna_shape_1st_axis_y";"dna_shape_1st_axis_z";"dna_shape_2nd_axis_x";"dna_shape_2nd_axis_y";"dna_shape_2nd_axis_z";"dna_shape_3rd_axis_x";"dna_shape_3rd_axis_y";"dna_shape_3rd_axis_z";"dna_shape_1st_axis_length";"dna_shape_2nd_axis_length";"dna_shape_3rd_axis_length";"dna_shape_1st_eigenvalue";"dna_shape_2nd_eigenvalue";"dna_shape_3rd_eigenvalue";"dna_shape_meridional_eccentricity";"dna_shape_equator_eccentricity";"dna_position_lowest_z";"dna_position_highest_z";"dna_position_x_centroid";"dna_position_y_centroid";"dna_position_z_centroid";"dna_intensity_mean";"dna_intensity_median";"dna_intensity_sum";"dna_intensity_mode";"dna_intensity_max";"dna_intensity_std";"dna_intensity_entropy";"dna_texture_haralick_ang2nd_moment";"dna_texture_haralick_contrast";"dna_texture_haralick_corr";"dna_texture_haralick_variance";"dna_texture_haralick_inv_diff_moment";"dna_texture_haralick_sum_mean";"dna_texture_haralick_sum_var";"dna_texture_haralick_sum_entropy";"dna_texture_haralick_entropy";"dna_texture_haralick_diff_var";"dna_texture_haralick_diff_entropy";"dna_texture_haralick_info_corr1";"dna_texture_haralick_info_corr2";"dna_io_intensity_outer_volume";"dna_io_intensity_outer_mean";"dna_io_intensity_outer_slice_mean";"dna_io_intensity_mid_volume";"dna_io_intensity_mid_mean";"dna_io_intensity_mid_slice_mean";"dna_io_intensity_inner_volume";"dna_io_intensity_inner_mean";"dna_io_intensity_inner_slice_mean";"dna_bright_spots_number";"dna_bright_spots_number_used";"dna_bright_spots_intensity_mean";"dna_bright_spots_xy_cross_sec_area_mean";"dna_bright_spots_xy_cross_sec_area_std";"dna_surface_area";"dna_roundness_sphericity";"dna_roundness_roughness";"dna_roundness_roughness_xy";"dna_roundness_roughness_xz";"dna_roundness_roughness_yz";"dna_io_intensity_ratio";"dna_io_intensity_ratio_slice";"dna_bright_spots_intensity_mean_norm";"dna_bright_spots_xy_rad";"group"
"20181107_R04-Scene-01-P51-B04_seg_0_cid_1";"20181107_R04.czi";0;1;"TSA-50um";"cardiomyocyte";"H2B";"ZSD";"no";511749;0.447064399296931;-0.894263507615937;0.0206446561539743;-0.890596374314673;-0.447148264542306;-0.0830453344527072;-0.0834956342501388;-0.0187405566418096;0.996331907848947;176.370969200996;113.970874076071;41.576063186334;95.210439086248;780.87225249538;1819.16962081788;0.998629463958974;0.992538908887134;0;41;71.5012281411395;85.2176281731865;17.3451379484865;586.274220369752;623;300025246;683;911;159.892247837995;6.10465210064491;0.00022754081832191;437.780049079707;0.833585277110733;1378.18942458735;0.0966506906609061;309.645919403264;5074.97764926969;8.00296050789072;12.6633767137254;0.000147163356664715;5.06945357150429;-0.198620338391333;0.963875248485018;124822;511.056584576437;643.816226183159;100251;666.728102462818;688.794684854186;136997;675.049125163325;697.854456562618;6;6;797.297067343994;122;88.0075754315123;54576;0.842921372051794;17.827126054473;11.196447775724;15.5639638387667;21.3226494116923;0.766514239745785;0.934699759362184;1.35993881300316;6.2316776324215;"H2B TSA-50um"
"20181107_R04-Scene-01-P51-B04_seg_0_cid_2";"20181107_R04.czi";0;2;"TSA-50um";"cardiomyocyte";"H2B";"ZSD";"no";940179;0.985550046242817;0.165182244787615;-0.0374957645302321;0.167733512617236;-0.98256347995786;0.0802151893233652;0.0235918438420084;0.0853453798399434;0.996072081249199;171.285892198496;161.066509030986;64.4916010313209;203.512499673858;1305.5512512961;1731.12794820698;0.993065706415821;0.987775616455127;0;60;84.7933436079725;83.464433900353;29.0497181919613;611.18012421039;645;574618718;685;1248;145.319533965601;5.99830898529496;0.000559296466312491;174.854076688444;0.828215206761508;526.376643124119;0.141373125205912;217.307968066524;1930.65249580803;7.32946894741679;11.4554916399951;0.00023052322098963;4.44468412525628;-0.198183191562085;0.953153003292446;182987;525.62007137119;601.902756892231;152308;665.710855634635;676.453731343284;382687;682.370932380771;676.975674895337;3;3;937.434948728754;58.3333333333333;39.6848697728604;79008;0.878004150121572;16.6093067619748;2.9165059911514;21.1320618897665;19.1726257731579;0.789562115327241;0.88979146540738;1.53381124744504;4.30906912152201;"H2B TSA-50um"
"20181107_R04-Scene-02-P52-B04_seg_0_cid_1";"20181107_R04.czi";1;1;"TSA-50um";"cardiomyocyte";"H2B";"ZSD";"no";253728;0.738414300126084;0.674328244599179;0.0050734510046078;0.674198121177957;-0.738388279921741;0.0154803576937224;-0.0141850191899348;0.00801040635691658;0.999867300505711;106.545639239449;95.8242020809013;41.5963388362844;109.654744783275;469.547088095046;592.760533156022;0.982740411442082;0.972348874260902;0;41;50.8060363854206;50.9107232942363;20.2587061735402;400.86094163829;430;101709645;432;493;89.967702376186;4.37119953742991;0.00180360038251986;900.976137867821;0.493219913098299;987.636080298108;0.13403263328972;411.124205963593;3049.56818332461;6.20248559448665;10.2321424541782;0.000206803584701476;4.75790288642433;-0.0806750681184875;0.704968610337238;66197;396.049700137468;423.760638297872;44361;431.623362863777;429.832236842105;67343;434.01063213697;433.153361344538;1;1;445.648393194707;529;0;33362;0.865583310199839;8.38017202563672;2.87061062361412;10.5418962399332;10.5177458686876;0.917581702504979;0.985874492362788;1.11172815034903;12.9763604215984;"H2B TSA-50um"
"20181107_R04-Scene-02-P52-B04_seg_0_cid_2";"20181107_R04.czi";1;2;"TSA-50um";"cardiomyocyte";"H2B";"ZSD";"no";943036;0.953690439678104;0.29655660238921;0.0502864479353218;0.296993489839831;-0.954878648196914;-0.00127836238676219;-0.0476383486210642;-0.0161539096506594;0.998734018116764;249.33881050687;157.208116261205;80.4546641314296;363.576275332089;850.463039552551;2717.97660372394;0.991012775351178;0.904013498969207;0;76;140.741805190894;80.835174903185;29.3734385537774;434.848331346841;455;410077631;416;668;119.12353131367;5.71251821119961;0.000589390087175696;528.121488199117;0.804632055669016;1418.62182381683;0.161788432309615;334.199955134523;5146.3658070682;7.77906838930678;11.7352037777011;0.000232252132766275;4.64663709159987;-0.264223655974945;0.983252311403885;250652;397.397822478975;402.845405405405;155726;475.121476182526;486.338949057361;253254;519.365091963009;533.356370474847;1;1;587.124567474048;289;0;112878;0.616419378341925;25.1703635661202;21.8218157472968;24.9681457191647;12.0767235680679;0.836413090967725;0.828322317565177;1.35018240878507;9.59122292031186;"H2B TSA-50um"
"20181107_R04-Scene-03-P53-B04_seg_0_cid_1";"20181107_R04.czi";2;1;"TSA-50um";"cardiomyocyte";"H2B";"ZSD";"no";549523;0.875595454967538;0.473554722713064;-0.0952812879653875;0.461028959340944;-0.878140521036651;-0.127755719881678;0.144169684362544;-0.0679348946391554;0.98721829004591;146.439514075926;120.870843144443;54.389208590049;156.447149357524;772.569010045955;1214.02633426845;0.991661969817376;0.979281747482978;0;58;71.6953157556645;63.1527124433372;27.0897123505295;452.656989789326;482;248745427;491;615;105.120461721448;5.19711396550521;0.000544647057402454;578.675992935035;0.69703009578526;1030.2824944616;0.116906085850429;366.110528358135;3542.45398491134;7.20329088190775;11.6150347355922;0.000180862944221731;4.8594020176101;-0.143573220144402;0.898564446492034;125466;421.420942725519;474.351426583159;95696;494.770293429192;501.232700892857;179520;498.198852495544;498.437770302739;1;1;543.633440514469;311;0;53856;0.902893626000112;12.7980367723747;4.41080508077109;16.1987281749733;13.2611395167168;0.851750697893971;0.946369671687794;1.20098320091663;9.94959168022281;"H2B TSA-50um"
"20181107_R04-Scene-03-P53-B04_seg_0_cid_2";"20181107_R04.czi";2;2;"TSA-50um";"cardiomyocyte";"H2B";"ZSD";"no";159619;0.64495036965158;0.750443325060201;-0.144477806457876;0.764197988850501;-0.634871566287113;0.113752046825529;0.00636038702748416;0.183774073777389;0.98294793111544;92.2476749394889;71.7861886400715;50.828495011191;117.360614625182;261.072586980384;433.045290279772;0.962575874981706;0.893263972651539;0;44;42.6644948283099;42.3277116132791;21.1376527856959;400.876355571705;430;63987483;432;558;91.9113512479408;4.62933228464403;0.00164001747818606;693.019138567691;0.513062799221803;765.12503792214;0.157271133545329;359.019017135823;2367.48101312086;6.42946626522124;10.3061508865794;0.000246515152660145;4.54953440118679;-0.112195500517754;0.808318363464561;46760;399.5624893071;419.179054054054;28276;435.154724855001;433.197976878613;32046;437.148442863384;437.21888185654;1;1;464.839506172839;162;0;23364;0.907748996734763;6.44052125123064;3.48253644069755;6.7887860436761;7.54851863979482;0.918207861445695;0.967638531173272;1.15955830198544;7.18096104722579;"H2B TSA-50um"
"20181107_R04-Scene-04-P62-B04_seg_0_cid_1";"20181107_R04.czi";3;1;"TSA-50um";"cardiomyocyte";"H2B";"ZSD";"no";478870;0.681754031760921;-0.725710284905348;0.0924987705881973;0.693885562965059;0.681498518693755;0.232556647995453;0.231806526410263;0.094362870880539;-0.968174252349643;126.783674501554;116.599429615706;65.4257091923294;193.370691751711;674.930520387282;884.304331334929;0.975798902719445;0.958078869477061;0;68;55.1220895023702;62.5173345584397;34.2502056925679;624.681414580157;654;299141189;709;1178;163.406366085118;6.24088831647324;0.000346135558988323;222.729214005664;0.874668461263698;910.999450228848;0.126654033516579;249.364476354216;3421.26858690973;7.78004297605223;12.056176035448;0.000201373885631586;4.63683436941834;-0.225877380043658;0.97325825062146;105133;525.198748252214;567.091666666667;79494;684.106133796261;732.24743083004;169336;737.525180705816;749.186042897109;4;4;966.899639724311;31.5;13.9373598647664;47752;0.927822988752128;10.023438902814;3.69349348342813;10.9262862179899;12.328117884193;0.767715303673373;0.77445361061061;1.54782840846026;3.16650618423356;"H2B TSA-50um"
"20181107_R04-Scene-04-P62-B04_seg_0_cid_2";"20181107_R04.czi";3;2;"TSA-50um";"cardiomyocyte";"H2B";"ZSD";"no";452079;-0.354517958988317;0.931435829326308;-0.0821237639296381;0.897380578978145;0.363598972174574;0.250007767692211;-0.262726308594336;-0.0149359727104245;0.964754789307411;149.202681085966;113.575785940953;55.3539883713821;126.392311863542;657.688781662972;1314.25141058948;0.995364868173992;0.98136038353151;0;58;55.0220182755669;73.6850329256612;28.3155974951281;520.086159719872;557;235120031;583;787;138.419271553524;5.81823235795808;0.000365744320511716;494.488453356985;0.776243248086809;1160.86460832732;0.110292997112595;332.939621136367;4148.96997995231;7.6897056443755;12.1616863359649;0.000166590803196334;4.96012015518422;-0.183123444379523;0.948583521468723;117172;470.762246953197;522.029354207436;84748;590.414664652853;587.580052493438;112417;599.326916747467;599.923063380282;4;4;683.83235112429;61.75;13.8270568090248;52738;0.808726113888919;14.245826167675;9.19780045015944;12.5448733558895;17.3160203082289;0.797341724616531;0.88843954452192;1.31484435481347;4.43346765769742;"H2B TSA-50um"
"20181107_R04-Scene-05-P54-B04_seg_0_cid_1";"20181107_R04.czi";4;1;"TSA-50um";"cardiomyocyte";"H2B";"ZSD";"no";401969;-0.292682890051193;0.95140860681384;-0.095699471011235;0.878876783233977;0.228232915639679;-0.418909699232314;0.376712524033351;0.206715744681337;0.902970805251898;110.654569193558;95.2657618459611;76.6041500028907;271.081837864187;437.819545365846;646.758019770067;0.907921843150991;0.785262176167575;0;71;47.1866636481918;57.7420049804836;37.9607730944426;559.55470446726;592;224923645;620;1164;128.218535859982;5.77527673836712;0.000728746957015637;164.65045080312;0.808080463926901;439.768866312421;0.151637359602696;215.052146864399;1594.42501444657;7.12041911126583;11.1405790109627;0.000248747789327838;4.36727339383654;-0.191378422829569;0.943861076500186;81987;498.742081061632;556.524707996406;61270;601.64973070018;628.233475479744;161631;622.525004485526;624.725234996385;6;6;838.859913998475;33.1666666666667;16.5168264371687;40058;0.983928337898119;5.69857541242383;5.31620907783287;4.93878644150152;7.48206009078688;0.828957540596274;0.885856500358281;1.49915621708004;3.24919649940757;"H2B TSA-50um"
"20181107_R04-Scene-05-P54-B04_seg_0_cid_2";"20181107_R04.czi";4;2;"TSA-50um";"cardiomyocyte";"H2B";"ZSD";"no";457600;0.161552792064091;0.871865572861002;0.462332259566702;-0.986839147111957;0.139393970108336;0.0819623012413698;0.00701377955465246;-0.46948881132269;0.88291056338633;120.814920915882;102.91750603143;73.7373023704624;238.296499065363;566.54142741452;744.1220521847;0.947336967281901;0.907238677064865;0;79;50.9715187937063;53.937423513986;42.2152950174825;539.565159527972;569;246905017;584;871;119.156785975856;5.61478607186076;0.000522706684868936;313.160011119395;0.771603201650419;711.641525085056;0.126095452578026;297.649611407258;2533.40608922083;7.33638562967121;11.6229692427271;0.000200893460822863;4.67686917517536;-0.174467644746963;0.934965732779703;93795;486.691294845141;499.062256809339;69700;584.610932568149;584.727696404794;183067;595.623755237154;594.690655969797;6;6;722.67001858754;42.5;14.9527032115713;45094;0.953902816045569;7.68710694991266;1.66324319914485;5.84782936882309;10.3136761358837;0.832504607307196;0.853495156596532;1.33935634246613;3.67806609005481;"H2B TSA-50um"
