cell_id,czi,series_id,cell_seg_id,condition,cell_type,structure,scope,minipipeline
20181116_C01_002_Out-Scene-01_seg_0_cid_1,20181116_C01_002_Out-Scene-01.czi,0,1,DMSO,cardiomyocyte,CBX1,880,no
20181116_C01_002_Out-Scene-01_seg_0_cid_2,20181116_C01_002_Out-Scene-01.czi,0,2,DMSO,cardiomyocyte,CBX1,880,no
20181116_C01_002_Out-Scene-01_seg_0_cid_3,20181116_C01_002_Out-Scene-01.czi,0,3,DMSO,cardiomyocyte,CBX1,880,no
20181116_C01_002_Out-Scene-02_seg_0_cid_1,20181116_C01_002_Out-Scene-02.czi,0,1,DMSO,cardiomyocyte,CBX1,880,no
20181116_C01_002_Out-Scene-02_seg_0_cid_2,20181116_C01_002_Out-Scene-02.czi,0,2,DMSO,cardiomyocyte,CBX1,880,no
20181116_C01_002_Out-Scene-03_seg_0_cid_1,20181116_C01_002_Out-Scene-03.czi,0,1,DMSO,cardiomyocyte,CBX1,880,no
20181116_C01_002_Out-Scene-03_seg_0_cid_2,20181116_C01_002_Out-Scene-03.czi,0,2,DMSO,cardiomyocyte,CBX1,880,no
20181116_C01_002_Out-Scene-04_seg_0_cid_1,20181116_C01_002_Out-Scene-04.czi,0,1,DMSO,cardiomyocyte,CBX1,880,no
20181116_C01_002_Out-Scene-04_seg_0_cid_2,20181116_C01_002_Out-Scene-04.czi,0,2,DMSO,cardiomyocyte,CBX1,880,no
20181116_C01_002_Out-Scene-05_seg_0_cid_1,20181116_C01_002_Out-Scene-05.czi,0,1,DMSO,cardiomyocyte,CBX1,880,no
20181116_C01_002_Out-Scene-05_seg_0_cid_2,20181116_C01_002_Out-Scene-05.czi,0,2,DMSO,cardiomyocyte,CBX1,880,no
20181116_C01_002_Out-Scene-05_seg_0_cid_3,20181116_C01_002_Out-Scene-05.czi,0,3,DMSO,cardiomyocyte,CBX1,880,no
20181116_C01_002_Out-Scene-05_seg_0_cid_4,20181116_C01_002_Out-Scene-05.czi,0,4,DMSO,cardiomyocyte,CBX1,880,no
20181116_C01_002_Out-Scene-06_seg_0_cid_1,20181116_C01_002_Out-Scene-06.czi,0,1,DMSO,cardiomyocyte,CBX1,880,no
20181116_C01_002_Out-Scene-06_seg_0_cid_2,20181116_C01_002_Out-Scene-06.czi,0,2,DMSO,cardiomyocyte,CBX1,880,no
20181116_C01_002_Out-Scene-06_seg_0_cid_3,20181116_C01_002_Out-Scene-06.czi,0,3,DMSO,cardiomyocyte,CBX1,880,no
20181116_C01_002_Out-Scene-06_seg_0_cid_4,20181116_C01_002_Out-Scene-06.czi,0,4,DMSO,cardiomyocyte,CBX1,880,no
20181116_C01_002_Out-Scene-07_seg_0_cid_1,20181116_C01_002_Out-Scene-07.czi,0,1,DMSO,cardiomyocyte,CBX1,880,no
20181116_C01_002_Out-Scene-07_seg_0_cid_2,20181116_C01_002_Out-Scene-07.czi,0,2,DMSO,cardiomyocyte,CBX1,880,no
20181116_C01_002_Out-Scene-07_seg_0_cid_3,20181116_C01_002_Out-Scene-07.czi,0,3,DMSO,cardiomyocyte,CBX1,880,no
20181116_C01_002_Out-Scene-08_seg_0_cid_1,20181116_C01_002_Out-Scene-08.czi,0,1,DMSO,cardiomyocyte,CBX1,880,no
20181116_C01_002_Out-Scene-08_seg_0_cid_2,20181116_C01_002_Out-Scene-08.czi,0,2,DMSO,cardiomyocyte,CBX1,880,no
20181116_C01_002_Out-Scene-09_seg_0_cid_1,20181116_C01_002_Out-Scene-09.czi,0,1,DMSO,cardiomyocyte,CBX1,880,no
20181116_C01_002_Out-Scene-09_seg_0_cid_2,20181116_C01_002_Out-Scene-09.czi,0,2,DMSO,cardiomyocyte,CBX1,880,no
20181116_C01_002_Out-Scene-09_seg_0_cid_3,20181116_C01_002_Out-Scene-09.czi,0,3,DMSO,cardiomyocyte,CBX1,880,no
20181116_C01_002_Out-Scene-11_seg_0_cid_1,20181116_C01_002_Out-Scene-11.czi,0,1,DMSO,cardiomyocyte,CBX1,880,no
20181116_C01_002_Out-Scene-11_seg_0_cid_2,20181116_C01_002_Out-Scene-11.czi,0,2,DMSO,cardiomyocyte,CBX1,880,no
20181116_C01_002_Out-Scene-12_seg_0_cid_1,20181116_C01_002_Out-Scene-12.czi,0,1,DMSO,cardiomyocyte,CBX1,880,no
20181116_C01_002_Out-Scene-12_seg_0_cid_2,20181116_C01_002_Out-Scene-12.czi,0,2,DMSO,cardiomyocyte,CBX1,880,no
20181116_C01_002_Out-Scene-13_seg_0_cid_1,20181116_C01_002_Out-Scene-13.czi,0,1,DMSO,cardiomyocyte,CBX1,880,no
20181116_C01_002_Out-Scene-13_seg_0_cid_2,20181116_C01_002_Out-Scene-13.czi,0,2,DMSO,cardiomyocyte,CBX1,880,no
20181116_C01_002_Out-Scene-14_seg_0_cid_1,20181116_C01_002_Out-Scene-14.czi,0,1,DMSO,cardiomyocyte,CBX1,880,no
20181116_C01_002_Out-Scene-15_seg_0_cid_1,20181116_C01_002_Out-Scene-15.czi,0,1,DMSO,cardiomyocyte,CBX1,880,no
20181116_C01_002_Out-Scene-15_seg_0_cid_2,20181116_C01_002_Out-Scene-15.czi,0,2,DMSO,cardiomyocyte,CBX1,880,no
20181116_C01_002_Out-Scene-16_seg_0_cid_1,20181116_C01_002_Out-Scene-16.czi,0,1,DMSO,cardiomyocyte,CBX1,880,no
20181116_C01_002_Out-Scene-16_seg_0_cid_2,20181116_C01_002_Out-Scene-16.czi,0,2,DMSO,cardiomyocyte,CBX1,880,no
20181116_C01_002_Out-Scene-16_seg_0_cid_3,20181116_C01_002_Out-Scene-16.czi,0,3,DMSO,cardiomyocyte,CBX1,880,no
20181116_C01_002_Out-Scene-16_seg_0_cid_4,20181116_C01_002_Out-Scene-16.czi,0,4,DMSO,cardiomyocyte,CBX1,880,no
20181116_C01_002_Out-Scene-17_seg_0_cid_1,20181116_C01_002_Out-Scene-17.czi,0,1,DMSO,cardiomyocyte,CBX1,880,no
20181116_C01_002_Out-Scene-17_seg_0_cid_2,20181116_C01_002_Out-Scene-17.czi,0,2,DMSO,cardiomyocyte,CBX1,880,no
20181116_C01_002_Out-Scene-17_seg_0_cid_3,20181116_C01_002_Out-Scene-17.czi,0,3,DMSO,cardiomyocyte,CBX1,880,no
20181116_C01_002_Out-Scene-18_seg_0_cid_1,20181116_C01_002_Out-Scene-18.czi,0,1,DMSO,cardiomyocyte,CBX1,880,no
20181116_C01_002_Out-Scene-18_seg_0_cid_2,20181116_C01_002_Out-Scene-18.czi,0,2,DMSO,cardiomyocyte,CBX1,880,no
20181116_C01_002_Out-Scene-19_seg_0_cid_1,20181116_C01_002_Out-Scene-19.czi,0,1,DMSO,cardiomyocyte,CBX1,880,no
