dna_volume,dna_surface_area,dna_shape_1st_axis_x,dna_shape_1st_axis_y,dna_shape_1st_axis_z,dna_shape_2nd_axis_x,dna_shape_2nd_axis_y,dna_shape_2nd_axis_z,dna_shape_3rd_axis_x,dna_shape_3rd_axis_y,dna_shape_3rd_axis_z,dna_shape_1st_axis_length,dna_shape_2nd_axis_length,dna_shape_3rd_axis_length,dna_shape_1st_eigenvalue,dna_shape_2nd_eigenvalue,dna_shape_3rd_eigenvalue,dna_shape_meridional_eccentricity,dna_shape_equator_eccentricity,dna_shape_sphericity,dna_position_lowest_z,dna_position_highest_z,dna_position_x_centroid,dna_position_y_centroid,dna_position_z_centroid,dna_intensity_mean,dna_intensity_median,dna_intensity_sum,dna_intensity_mode,dna_intensity_max,dna_intensity_std,dna_intensity_entropy,dna_texture_haralick_ang2nd_moment,dna_texture_haralick_contrast,dna_texture_haralick_corr,dna_texture_haralick_variance,dna_texture_haralick_inv_diff_moment,dna_texture_haralick_sum_avg,dna_texture_haralick_sum_var,dna_texture_haralick_sum_entropy,dna_texture_haralick_entropy,dna_texture_haralick_diff_var,dna_texture_haralick_diff_entropy,dna_texture_haralick_info_corr1,dna_texture_haralick_info_corr2,dna_io_intensity_volume_inner,dna_io_intensity_volume_outer,dna_io_intensity_outer_mean,dna_io_intensity_outer_std,dna_io_intensity_inner_mean,dna_io_intensity_inner_std,dna_bright_spots_number,dna_bright_spots_intensity_mean,dna_bright_spots_width,cell_id
704625,42192,0.9135801135692351,-0.4064252731821768,0.013779456071150109,-0.3995623394474851,-0.9034246882502154,-0.15547916116075988,-0.0756393613542338,-0.1365369180067938,0.9877430622561364,150.0350939595249,131.02230900978267,64.67104197438685,214.67704778295246,888.4784252465995,1246.1411339133103,0.9850491633169542,0.9703701372994048,1.1160759073537583,0,60,69.79420542841937,65.65146709242505,29.414221749157353,731.437229732127,770.0,515388958,785,1466,167.92026422401256,5.955277438048113,0.0007774954751641716,187.2427121051859,0.77699878098848,439.63496272206805,0.1405469016391282,216.98037015158246,1571.2971387830844,7.020406493661958,11.145249352242569,0.00023001053743086408,4.457192025547503,-0.1633420443532086,0.9183106249978394,556972,147653,512.2775155262676,239.8331006593148,789.536360894264,65.69081871529751,12,1158.0833333333333,5.6904375993160965,/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/20180924_R04/shape/20180924_R04-Scene-01-P15-B01_seg_0_cid_1
715568,35882,0.5899234325623987,0.8071157949748828,0.023546490521094532,0.7989020434935602,-0.5791892268422999,-0.16215845464123183,0.11724277638989385,-0.11447241157537358,0.9864837547433346,146.17013583943742,123.83790336568836,71.66341821491852,248.5581417422713,830.735867136225,1213.118335964554,0.978784604616191,0.9541896775490214,1.326440500765899,0,63,67.50015092905217,71.07502291885606,29.52255690584263,756.5862964805581,788.0,541388943,796,1438,155.6852406567667,5.9341225927681265,0.000712917124872878,189.40266263144136,0.7726290478546152,431.9221818828716,0.1363937172680981,230.5337148727892,1538.28606490005,7.0755667016933605,11.24713103419186,0.00022422136572433838,4.478068871040369,-0.16073122816635063,0.9161619486541702,590703,124865,544.4528010251071,240.92070340428995,801.4278647645264,74.6252336725702,9,1228.063492063492,4.944013470302047,/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/20180924_R04/shape/20180924_R04-Scene-01-P15-B01_seg_0_cid_2
759304,41649,0.9745258348164977,0.22191740873302873,-0.03243548945871304,0.21973592617775506,-0.9737134831675972,-0.05998479344325221,0.044894543343401844,-0.051329488589341325,0.9976721723989019,169.0881591327313,117.7260025243371,62.8908974754622,228.62298276007687,736.5873369363858,1629.8392145775142,0.9901128175019679,0.9506121230714341,1.1907597024762286,0,60,83.35851384952535,62.12415975682994,27.805860366862284,789.3717641418983,822.0,599373138,839,1598,178.71790867957588,6.1705146970706135,0.0006152627550860274,172.36557900303458,0.8173586973721433,488.26822456027423,0.13669494523528222,208.35854022001817,1780.7073192380626,7.26400775392607,11.438330613072143,0.00022411587523003693,4.471429475039367,-0.182622396090331,0.9412172153660661,613162,146142,545.732896771633,247.91596596466118,847.441036789625,85.92870549574286,19,1207.5187969924812,5.458788457041544,/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/20180924_R04/shape/20180924_R04-Scene-01-P15-B01_seg_0_cid_3
463092,31456,0.5732039389807896,-0.8183938165428736,-0.040851014446358344,-0.8159274443104231,-0.5654628633898777,-0.12047470999335141,-0.07549602610713568,-0.1023880421304625,0.9918755158137141,122.33243866792375,118.70902719203555,56.956548083848205,176.4626694512895,710.3370292995655,823.3455357126654,0.9767626341150939,0.9686521474559652,1.1189921487337726,0,55,59.13186364696432,62.97966494778575,26.55154699282216,672.3475853610082,712.0,311358788,727,1286,161.09507483452947,5.83415840356019,0.0007687948368796608,249.60962824091013,0.7511594508731729,525.9028926443702,0.13634061968898095,238.8960844039884,1854.0019423365761,7.051834358096864,11.206964527208498,0.00021900113232735548,4.559090164422988,-0.16122890663067296,0.915231945514665,352784,110308,484.89396961235815,228.6296689568718,730.9603156605742,57.43982125825261,9,1039.5238095238096,5.975391225754938,/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/20180924_R04/shape/20180924_R04-Scene-01-P15-B01_seg_0_cid_4
513947,30629,0.9949928817656459,0.0757874838326855,0.06515690700152965,0.07879768130009898,-0.9958771939729429,-0.04493929178686866,-0.061482441862889814,-0.04984848863193024,0.996862597113408,130.58793084745344,114.86296360304767,57.346634207034434,192.86417450778845,705.8434676510022,932.5022170106394,0.9783780884648673,0.9619460927332387,1.235301690283941,0,55,63.009032059726,59.03385952247994,27.71246062337167,634.6686097982866,667.0,326186028,674,1104,136.12400133468088,5.6028592135952335,0.0007047535269663397,279.85745129493534,0.6976239476317591,490.5296850575041,0.12317254531027032,250.98608408736877,1682.261288935078,6.996594360171171,11.304873344236292,0.00019813273596885813,4.668918658293415,-0.1311798416808199,0.873532876613332,406722,107225,470.18948939146657,213.31023581340463,678.0305958369598,49.0589677964674,7,940.6530612244898,5.400208908448304,/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/20180924_R04/shape/20180924_R04-Scene-01-P15-B01_seg_0_cid_5
455497,28298,0.46201485316784385,0.8830458270558114,0.0822942450698338,0.8546590896107196,-0.46809414589751297,0.22460122689391906,-0.2368546305185353,0.0334355782931259,0.9709695907216315,137.01476680116613,91.79641645251934,63.0540838161863,201.51390191142698,446.5797760775932,1110.0514292726707,0.9833843651836102,0.8924034909569719,1.229688871212746,0,60,56.210067245228835,63.717908131118314,27.27199959604564,693.0321999925357,724.0,315674088,730,1178,148.3111481658759,5.864091021679323,0.0005639208804543813,292.9141248831302,0.7460843090395796,603.2700510868082,0.12375050526831985,272.4574516858065,2120.166079464101,7.244230726674001,11.564382200021813,0.0001983891866379998,4.677104902470142,-0.15761228658125084,0.9176511953441544,357892,97605,514.8610112186876,220.150676811986,741.6233919729974,61.3070861379209,8,976.4107142857143,5.9301069535551765,/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/20180924_R04/shape/20180924_R04-Scene-01-P15-B01_seg_0_cid_6
692784,41271,0.9503692837215117,-0.310784800647093,0.014526948936633819,-0.30969325407860737,-0.9494396332222872,-0.05152156097142003,-0.029804579125766336,-0.044465610908602814,0.9985662203928495,150.01537820888146,130.72750925062707,58.42277039862453,201.37332144506772,916.1316656113701,1256.8317195171771,0.9870808463310099,0.9755430908327826,1.1276532574283207,0,55,71.63897549596989,63.80173329638098,27.222861671170236,701.9668598004573,739.0,486311409,748,1658,167.59074525033597,5.907410178708489,0.001111073771787382,130.6181170469835,0.7894945335266065,320.1192948296648,0.16121769211899156,170.77843858038477,1149.8590622716742,6.78027095221128,10.676486953234988,0.000268789479845805,4.2409669040012075,-0.16798809683640475,0.9155248284730357,546498,146286,489.4668115882586,238.33228996399828,758.8486453747315,71.25427049103837,11,1204.8181818181818,5.4560051773771905,/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/20180924_R04/shape/20180924_R04-Scene-01-P15-B01_seg_0_cid_7
522681,34074,0.9891963265707625,-0.1396256352003323,-0.04466888731335142,-0.14232505285383,-0.9877239766847862,-0.0643810935923456,0.03513127992350475,-0.07004304302995124,0.996925155312093,141.81602507167364,107.65700867242614,58.41346751624468,192.7176746300973,595.9874099638433,1145.865256638917,0.9857554006686597,0.946276489175508,1.123458442819568,0,55,71.3775285499186,55.32754969092046,26.084630969941514,664.2584865338514,701.0,347195290,701,1386,157.3323001114161,5.828522096159585,0.0008588311899935858,188.53434108883025,0.7589229948225599,411.71650148895213,0.1459247666573643,203.82472891335826,1458.33166486698,6.954756299987396,11.017688090604858,0.00023884864200780328,4.421558695235752,-0.16296319788818905,0.9144214472879029,403352,119329,480.98221723135197,229.7244264820199,718.4795488803824,59.888282839259624,7,1068.4285714285713,6.043544947262918,/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/20180924_R04/shape/20180924_R04-Scene-01-P15-B01_seg_0_cid_8
726674,38177,0.9939255800642286,0.037764462921580116,-0.10337207860070874,-0.0253457633330608,0.9925808961024618,0.11891491484880479,-0.10709590830209587,0.11557253147992654,-0.9875087120589217,140.6663494458369,129.45399876142426,71.12110231180924,261.1746656483565,876.5745395731642,1092.4419288078805,0.9710013044548492,0.9545817334745704,1.2600863558006072,0,66,69.39747397044617,62.612869044440835,31.342842870393053,812.3339599325144,849.0,590301968,860,1802,181.04602637366193,6.127117815828271,0.0008687054801114963,134.1826174503917,0.8118316213297428,367.49634999655024,0.15398098869234955,188.89967745631245,1335.8027825358072,6.976208025558176,10.959314993083611,0.0002579872181217039,4.280154017963306,-0.17882544533852787,0.9318295138088343,593366,133308,559.5123998559726,259.8019890854264,869.1338718430109,85.97085904827506,7,1438.8775510204082,4.999968287303998,/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/20180924_R04/shape/20180924_R04-Scene-01-P15-B01_seg_0_cid_9
470171,32285,0.11468480731542557,0.9918033871087564,0.05633326096208326,0.9928982201144979,-0.11263657761210173,-0.03829002320833934,0.03163098899000534,-0.06032447847624961,0.9976775219639273,162.72638381633988,91.05148352493168,52.94556363116373,159.60838433610584,433.5298124975645,1554.7576314349735,0.9947167059408625,0.9297624061620999,1.1017878916276598,0,50,45.340501647273015,84.26490787394374,24.55290734647607,598.6665723747318,634.0,281475661,632,1076,143.39695288830117,5.684594768502693,0.0006771528234780254,298.25402807289254,0.7152816401427535,557.1715370155089,0.12763740420218508,246.68873049194028,1930.4321199891465,7.119080101186078,11.393268715636072,0.00020348251988405684,4.6617071853718475,-0.1489114121079139,0.9025320304249729,356353,113818,442.624716652902,212.17303096909774,648.5058383120108,49.909586985126225,6,898.0238095238095,6.070094945250929,/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/20180924_R04/shape/20180924_R04-Scene-01-P15-B01_seg_0_cid_10
732346,44327,-0.060366409238638646,0.9967977608380795,0.0524415924989343,-0.9978198525580123,-0.05885763430703818,-0.029854994973795155,-0.026672804065930294,-0.05412950093959946,0.9981776187890061,153.36270445094848,138.29473770494047,62.30579408757989,217.91251294414894,1001.9762253487349,1185.7403793642795,0.9829678510915855,0.9760641717299635,1.091126325115177,0,60,69.98141452264368,74.71284611372221,27.808522201254597,664.8903359887266,699.0,486929778,711,1488,152.2645096062277,5.755433755131718,0.0012348288503267351,156.64332259573163,0.7574560587827749,337.74993176269976,0.1625780007158516,193.6810708561686,1194.3564044550747,6.664590625345886,10.55859822596325,0.0002702387578736289,4.261089672090595,-0.156998874434619,0.9008685368503649,576623,155723,473.4832169942783,221.74531694959325,716.5818064836124,60.00360971411766,9,1172.7777777777778,5.182692810605454,/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/20180924_R04/shape/20180924_R04-Scene-01-P15-B01_seg_0_cid_11
549012,31410,0.9012207696792348,-0.43305717327652965,0.016205214361730013,-0.4297351496178672,-0.8978835419680293,-0.09556592617588851,-0.05593590512074505,-0.07916204732501528,0.995291185925825,146.4111876465031,113.46157801859307,55.917764636512715,179.20012895049217,685.4278037879474,1197.310024297014,0.9887361663803806,0.9652189851189171,1.2609912452155945,0,52,73.23258872301516,62.353782795275876,26.374663941771765,668.1898792740413,701.0,366844262,710,1128,141.5590426310791,5.719007674290329,0.0006157690239124282,298.0334340961848,0.7116002997138244,545.9451764992524,0.11765354078572865,263.4221536388024,1885.7472719008254,7.113568085977391,11.500487390090132,0.0001875533357644029,4.739932260352014,-0.13432741248073257,0.8839954815380062,439368,109644,493.4431615045055,222.3373819476102,711.7978095810346,56.40459036345504,7,1002.9183673469388,6.173414242671778,/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/20180924_R04/shape/20180924_R04-Scene-01-P15-B01_seg_0_cid_12
490670,33251,0.5938827299400669,0.7972133603147632,0.10841660949585688,0.8035667296610106,-0.5944112157365898,-0.030916299721303157,-0.039797161467153,-0.10548063681165343,0.9936246882988393,151.77492601421469,106.75524475091501,57.14987399758941,171.5433161543864,587.823695122053,1189.275163555064,0.9895424561891476,0.9564708646231194,1.1019061249335573,0,55,58.21243401879063,70.8986141398496,27.19933764036929,661.9327409460534,698.0,324790538,695,1238,156.31547799708184,5.859974413207081,0.000687824975314667,265.5619322930937,0.7534646572826993,567.2116831087418,0.13490001890056272,248.66032694566803,2003.284800141864,7.153512301569405,11.332478675493876,0.00021599161230672476,4.5831413915408294,-0.16755827458104264,0.9236434013277075,375489,115181,480.254295413306,222.07878013614393,717.6624827891096,59.75400764990668,9,1036.5238095238096,5.878269124750103,/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/20180924_R04/shape/20180924_R04-Scene-01-P15-B01_seg_0_cid_13
739299,39815,-0.028105935713743896,-0.9995901014591287,0.0054484348746943806,0.9955739462635002,-0.02750317588753448,0.08986708428240449,-0.08968039863301472,0.007950118302782022,0.995938864449016,160.25361463472092,130.26667199217505,58.75762594667009,201.4492580150095,913.4137331075444,1437.530649572164,0.9901323175312053,0.9753766949948256,1.2227623893504995,0,55,64.73968719016257,78.59691004586777,28.009438670957216,712.5283369786785,746.0,526771487,754,1451,158.00604054141886,5.91352922433515,0.0007567942177955766,175.62246214766566,0.7796783874003942,414.6495880223064,0.1411995265037581,204.0632469264265,1482.9758899415638,7.052842202788814,11.15233776965891,0.00023260780245556938,4.427918982963238,-0.16815902178403966,0.922880984119461,597531,141768,501.5974549968963,234.78490002605562,762.5730196424955,68.92230517475583,9,1083.047619047619,5.941943557545751,/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/20180924_R04/shape/20180924_R04-Scene-01-P15-B01_seg_0_cid_14
