experiment_id;cell_type;structure;modality;pixel_size_xy;pixel_size_z;xy_upsample_seg;condition;minipipeline;force_single_scene;raw_name;raw_path;seg_path
20181116_C01;cardiomyocyte;CBX1;880;0.05;0.22;2;DMSO;no;no;20181116_C01_002_Out-Scene-01.czi;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/original/880_Cardio_CBX1_DMSO;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/880_Cardio_CBX1_DMSO/shape/
20181116_C01;cardiomyocyte;CBX1;880;0.05;0.22;2;DMSO;no;no;20181116_C01_002_Out-Scene-02.czi;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/original/880_Cardio_CBX1_DMSO;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/880_Cardio_CBX1_DMSO/shape/
20181116_C01;cardiomyocyte;CBX1;880;0.05;0.22;2;DMSO;no;no;20181116_C01_002_Out-Scene-03.czi;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/original/880_Cardio_CBX1_DMSO;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/880_Cardio_CBX1_DMSO/shape/
20181116_C01;cardiomyocyte;CBX1;880;0.05;0.22;2;DMSO;no;no;20181116_C01_002_Out-Scene-04.czi;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/original/880_Cardio_CBX1_DMSO;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/880_Cardio_CBX1_DMSO/shape/
20181116_C01;cardiomyocyte;CBX1;880;0.05;0.22;2;DMSO;no;no;20181116_C01_002_Out-Scene-05.czi;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/original/880_Cardio_CBX1_DMSO;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/880_Cardio_CBX1_DMSO/shape/
20181116_C01;cardiomyocyte;CBX1;880;0.05;0.22;2;DMSO;no;no;20181116_C01_002_Out-Scene-06.czi;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/original/880_Cardio_CBX1_DMSO;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/880_Cardio_CBX1_DMSO/shape/
20181116_C01;cardiomyocyte;CBX1;880;0.05;0.22;2;DMSO;no;no;20181116_C01_002_Out-Scene-07.czi;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/original/880_Cardio_CBX1_DMSO;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/880_Cardio_CBX1_DMSO/shape/
20181116_C01;cardiomyocyte;CBX1;880;0.05;0.22;2;DMSO;no;no;20181116_C01_002_Out-Scene-08.czi;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/original/880_Cardio_CBX1_DMSO;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/880_Cardio_CBX1_DMSO/shape/
20181116_C01;cardiomyocyte;CBX1;880;0.05;0.22;2;DMSO;no;no;20181116_C01_002_Out-Scene-09.czi;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/original/880_Cardio_CBX1_DMSO;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/880_Cardio_CBX1_DMSO/shape/
20181116_C01;cardiomyocyte;CBX1;880;0.05;0.22;2;DMSO;no;no;20181116_C01_002_Out-Scene-10.czi;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/original/880_Cardio_CBX1_DMSO;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/880_Cardio_CBX1_DMSO/shape/
20181116_C01;cardiomyocyte;CBX1;880;0.05;0.22;2;DMSO;no;no;20181116_C01_002_Out-Scene-11.czi;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/original/880_Cardio_CBX1_DMSO;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/880_Cardio_CBX1_DMSO/shape/
20181116_C01;cardiomyocyte;CBX1;880;0.05;0.22;2;DMSO;no;no;20181116_C01_002_Out-Scene-12.czi;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/original/880_Cardio_CBX1_DMSO;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/880_Cardio_CBX1_DMSO/shape/
20181116_C01;cardiomyocyte;CBX1;880;0.05;0.22;2;DMSO;no;no;20181116_C01_002_Out-Scene-13.czi;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/original/880_Cardio_CBX1_DMSO;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/880_Cardio_CBX1_DMSO/shape/
20181116_C01;cardiomyocyte;CBX1;880;0.05;0.22;2;DMSO;no;no;20181116_C01_002_Out-Scene-14.czi;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/original/880_Cardio_CBX1_DMSO;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/880_Cardio_CBX1_DMSO/shape/
20181116_C01;cardiomyocyte;CBX1;880;0.05;0.22;2;DMSO;no;no;20181116_C01_002_Out-Scene-15.czi;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/original/880_Cardio_CBX1_DMSO;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/880_Cardio_CBX1_DMSO/shape/
20181116_C01;cardiomyocyte;CBX1;880;0.05;0.22;2;DMSO;no;no;20181116_C01_002_Out-Scene-16.czi;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/original/880_Cardio_CBX1_DMSO;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/880_Cardio_CBX1_DMSO/shape/
20181116_C01;cardiomyocyte;CBX1;880;0.05;0.22;2;DMSO;no;no;20181116_C01_002_Out-Scene-17.czi;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/original/880_Cardio_CBX1_DMSO;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/880_Cardio_CBX1_DMSO/shape/
20181116_C01;cardiomyocyte;CBX1;880;0.05;0.22;2;DMSO;no;no;20181116_C01_002_Out-Scene-18.czi;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/original/880_Cardio_CBX1_DMSO;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/880_Cardio_CBX1_DMSO/shape/
20181116_C01;cardiomyocyte;CBX1;880;0.05;0.22;2;DMSO;no;no;20181116_C01_002_Out-Scene-19.czi;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/original/880_Cardio_CBX1_DMSO;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/880_Cardio_CBX1_DMSO/shape/
20181116_C01;cardiomyocyte;CBX1;880;0.05;0.22;2;DMSO;no;no;20181116_C01_002_Out-Scene-20.czi;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/original/880_Cardio_CBX1_DMSO;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/880_Cardio_CBX1_DMSO/shape/
20181116_C01;cardiomyocyte;CBX1;880;0.05;0.22;2;DMSO;no;no;20181116_C01_002_Out-Scene-21.czi;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/original/880_Cardio_CBX1_DMSO;/allen/aics/assay-dev/MicroscopyOtherData/Jianxu/Nucleus/segmentation/880_Cardio_CBX1_DMSO/shape/
